tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
983644	Cordyceps militaris CM01	18162386	0	live	CCM_00351	CCM_00351	niemann-Pick C1 protein precursor			Unknown							
336722	Zymoseptoria tritici IPO323	13399271	0	live	NCR1	MYCGRDRAFT_109186	NCR1, Niemann-pick type C			4	NC_018215.1	1878037	1881938	plus	2		
6279	Brugia malayi	6101075	0	live	Bm1_30915	Bm1_30915	Niemann-Pick C1 protein precursor										
294381	Entamoeba histolytica HM-1:IMSS	3403813	0	live	EHI_080220	EHI_080220, 293.t00005	Niemann-Pick C1 protein										
145388	Monoraphidium neglectum	25739540	0	live	MNEG_6664	MNEG_6664	Niemann-Pick C1 protein Flags: Precursor			Unknown							
145388	Monoraphidium neglectum	25739245	0	live	MNEG_6369	MNEG_6369	Niemann-Pick C1 protein Flags: Precursor			Unknown							
1043004	Aureobasidium namibiae CBS 147.97	25413671	0	live	M436DRAFT_64318	M436DRAFT_64318	NCR1, Niemann-pick type C			Unknown							
6334	Trichinella spiralis	10909596	0	live	Tsp_14118	Tsp_14118	niemann-Pick C1 protein			Unknown							
6334	Trichinella spiralis	10908490	0	live	Tsp_03238	Tsp_03238	niemann-Pick C1 protein			Unknown							
6334	Trichinella spiralis	10900251	0	live	Tsp_14827	Tsp_14827	niemann-Pick C1 protein			Unknown							
48699	Poecilia latipinna	106949842	0	live	npc2		Niemann-Pick disease, type C2			Un							
48701	Poecilia mexicana	106923550	0	live	npc2		Niemann-Pick disease, type C2			Un							
9793	Equus asinus	106827716	0	live	NPC2		Niemann-Pick disease, type C2			Un							
52670	Austrofundulus limnaeus	106520665	0	live	npc2		Niemann-Pick disease, type C2			Un							
7950	Clupea harengus	105891540	0	live	npc2		Niemann-Pick disease, type C2			Un							
30608	Microcebus murinus	105860940	0	live	NPC1		Niemann-Pick disease, type C1			Un							
30608	Microcebus murinus	105858687	0	live	NPC2		Niemann-Pick disease, type C2			Un							
9531	Cercocebus atys	105583913	0	live	NPC1		Niemann-Pick disease, type C1			Un							
9568	Mandrillus leucophaeus	105540790	0	live	NPC2		Niemann-Pick disease, type C2			Un							
336983	Colobus angolensis palliatus	105517157	0	live	NPC2		Niemann-Pick disease, type C2			Un							
215358	Larimichthys crocea	104921370	0	live	npc2		Niemann-Pick disease, type C2			Un							
885580	Fukomys damarensis	104877131	0	live	Npc2	H920_14379	Niemann-Pick disease, type C2	Epididymal secretory protein E1		Un							
61622	Rhinopithecus roxellana	104677571	0	live	NPC2		Niemann-Pick disease, type C2			Un							
29073	Ursus maritimus	103671186	0	live	NPC2		Niemann-Pick disease, type C2			Un	NW_007907032.1	22222380	22230037	plus	5		
9798	Equus przewalskii	103548599	0	live	NPC2		Niemann-Pick disease, type C2			Un	NW_007673323.1	232949	237605	minus	4		
8081	Poecilia reticulata	103459034	0	live	npc2		Niemann-Pick disease, type C2			LG22	NC_024352.1	18798387	18801527	plus	5		
9402	Pteropus alecto	102897473	0	live	NPC1	PAL_GLEAN10023157	Niemann-Pick disease, type C1	Niemann-Pick C1 protein		Un							
7918	Lepisosteus oculatus	102689997	0	live	npc2		Niemann-Pick disease, type C2			LG7	NC_023185.1	9092187	9095997	minus	5		
38654	Alligator sinensis	102375655	0	live	NPC2		Niemann-Pick disease, type C2			Un							
7897	Latimeria chalumnae	102366371	0	live	NPC2		Niemann-Pick disease, type C2			Un							
7897	Latimeria chalumnae	102364175	0	live	NPC1		Niemann-Pick disease, type C1			Un							
72004	Bos mutus	102281634	0	live	NPC1	M91_00536	Niemann-Pick disease, type C1	Niemann-Pick C1 protein		Un							
8083	Xiphophorus maculatus	102225173	0	live	npc2		Niemann-Pick disease, type C2			Un							
9925	Capra hircus	102190044	0	live	NPC2		Niemann-Pick disease, type C2			10	NC_022302.1	81823228	81832770	minus	4		
34839	Chinchilla lanigera	102018318	0	live	Npc2		Niemann-Pick disease, type C2			Un							
43179	Ictidomys tridecemlineatus	101955465	0	live	Npc2		Niemann-Pick disease, type C2			Un							
7213	Ceratitis capitata	101458443	0	live	Npc1		Niemann-Pick disease, type C1	Niemann-Pick C1 protein		Un							
8090	Oryzias latipes	101163289	0	live	npc2		Niemann-Pick disease, type C2			22	NC_019880.1	12803574	12805637	minus	5		
9593	Gorilla gorilla	101147082	0	live	NPC2		Niemann-Pick disease, type C2			14	NC_018438.1	55731016	55756231	minus	7		
27679	Saimiri boliviensis	101039235	0	live	NPC2		Niemann-Pick disease, type C2			Un							
9555	Papio anubis	101004777	0	live	NPC1		Niemann-Pick disease, type C1			18	NC_018169.1	15608146	15663681	minus	25		
9597	Pan paniscus	100980344	0	live	NPC2		Niemann-Pick disease, type C2			14	NC_027882.1	73875889	73894628	minus	7		
9597	Pan paniscus	100979688	0	live	NPC1		Niemann-Pick disease, type C1			18	NC_027886.1	20409040	20463623	minus	26		
30611	Otolemur garnettii	100965324	0	live	NPC1L1		NPC1-like 1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1		Un							
10141	Cavia porcellus	100733331	0	live	Npc2		Niemann-Pick disease, type C2			Un							
61853	Nomascus leucogenys	100579686	0	live	NPC2		Niemann-Pick disease, type C2			22a	NC_019837.1	31881983	31895558	plus	6		
9601	Pongo abelii	100457753	0	live	NPC2		Niemann-Pick disease, type C2			14	NC_012605.1	75667221	75685035	minus	7		
9483	Callithrix jacchus	100409286	0	live	NPC2		Niemann-Pick disease, type C2			10	NC_013905.1	99735902	99755772	minus	7		
9796	Equus caballus	100051060	0	live	NPC2		Niemann-Pick disease, type C2			24	NC_009167.2	20036100	20043954	minus	5		
1041607	Wickerhamomyces ciferrii	23463836	0	live	BN7_1304	BN7_1304	Niemann-Pick type C-related protein 1										
981085	Morus notabilis	21407575	0	live	L484_024852	L484_024852	Niemann-Pick C1 protein			Unknown							
981085	Morus notabilis	21389998	0	live	L484_006573	L484_006573	Niemann-Pick C1 protein			Unknown							
498257	Verticillium dahliae VdLs.17	20706908	0	live	VDAG_05445	VDAG_05445	niemann-Pick C1 protein			2							
644352	Gaeumannomyces graminis var. tritici R3-111a-1	20348002	0	live	GGTG_07544	GGTG_07544	niemann-Pick C1 protein			Unknown							
1076696	Entamoeba nuttalli P19	20073632	0	live	ENU1_098260	ENU1_098260	Niemann-Pick C1 protein, putative			Unknown							
261658	Dictyostelium fasciculatum	14873878	0	live	DFA_01855	DFA_01855	Niemann-Pick C type protein			Unknown							
261658	Dictyostelium fasciculatum	14873137	0	live	DFA_01952	DFA_01952	Niemann-Pick C type protein			Unknown							
535722	Arthroderma gypseum CBS 118893	10024918	0	live	MGYG_07855	MGYG_07855	niemann-Pick C1 protein										
526221	Verticillium albo-atrum VaMs.102	9529674	0	live	VDBG_07878	VDBG_07878	niemann-Pick C1 protein										
554155	Arthroderma otae CBS 113480	9223863	0	live	MCYG_04994	MCYG_04994	niemann-Pick C1 protein										
121224	Pediculus humanus corporis	8238929	0	live	Phum_PHUM472470	Phum_PHUM472470	Niemann-Pick C1 protein precursor, putative										
121224	Pediculus humanus corporis	8232328	0	live	Phum_PHUM580700	Phum_PHUM580700	Niemann-Pick C1 protein precursor, putative										
6945	Ixodes scapularis	8052633	0	live	IscW_ISCW019093	IscW_ISCW019093	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8052632	0	live	IscW_ISCW019092	IscW_ISCW019092	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8050645	0	live	IscW_ISCW006533	IscW_ISCW006533	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8040885	0	live	IscW_ISCW024809	IscW_ISCW024809	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8037050	0	live	IscW_ISCW011287	IscW_ISCW011287	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8035378	0	live	IscW_ISCW008883	IscW_ISCW008883	Niemann-Pick type C2 domain-containing protein, putative										
6945	Ixodes scapularis	8035180	0	live	IscW_ISCW020300	IscW_ISCW020300	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8033088	0	live	IscW_ISCW024570	IscW_ISCW024570	Niemann-Pick type C1 domain-containing protein, putative										
6945	Ixodes scapularis	8027100	0	live	IscW_ISCW016622	IscW_ISCW016622	Niemann-Pick type C2 domain-containing protein, putative										
426418	Pyrenophora tritici-repentis Pt-1C-BFP	6344944	0	live	PTRG_06680	PTRG_06680	niemann-Pick C1 protein precursor										
7176	Culex quinquefasciatus	6036483	0	live	CpipJ_CPIJ004884	CpipJ_CPIJ004884	niemann-pick C1										
370354	Entamoeba dispar SAW760	5880024	0	live	EDI_158430	EDI_158430	niemann-Pick C1 protein precursor										
246410	Coccidioides immitis RS	4565383	0	live	CIMG_01384	CIMG_01384	niemann-Pick C type protein family										
7460	Apis mellifera	552375	0	live	LOC552375	GB17461	niemann-Pick C1 protein-like			LG11	NC_007080.3	14173640	14183584	minus	20		
307658	Monomorium pharaonis	105835405	0	live	LOC105835405		Niemann-Pick C1 protein			Un							
443821	Cerapachys biroi	105274622	0	live	LOC105274622	X777_13550	Niemann-Pick C1 protein			Un							
610380	Harpegnathos saltator	105190879	0	live	LOC105190879	EAI_16128	Niemann-Pick C1 protein-like	Niemann-Pick C1 protein|Niemann-Pick C1-like protein 1		Un							
143995	Megachile rotundata	100875323	0	live	LOC100875323		Niemann-Pick C1 protein			Un							
7463	Apis florea	100870824	0	live	LOC100870824		Niemann-Pick C1 protein			Un							
132113	Bombus impatiens	100748286	0	live	LOC100748286		Niemann-Pick C1 protein			Un							
743375	Polistes dominula	107069247	0	live	LOC107069247		Niemann-Pick C1 protein			Un							
454923	Diachasma alloeum	107038597	0	live	LOC107038597		Niemann-Pick C1 protein			Un							
91411	Polistes canadensis	106789411	0	live	LOC106789411		Niemann-Pick C1 protein			Un							
609295	Dinoponera quadriceps	106747617	0	live	LOC106747617		Niemann-Pick C1 protein			Un							
286706	Halyomorpha halys	106682943	0	live	LOC106682943		Niemann-Pick C1 protein			Un							
79782	Cimex lectularius	106674102	0	live	LOC106674102		Niemann-Pick C1 protein			Un							
7493	Trichogramma pretiosum	106653198	0	live	LOC106653198		Niemann-Pick C1 protein			Un							
29053	Copidosoma floridanum	106641312	0	live	LOC106641312		Niemann-Pick C1 protein			Un							
66420	Papilio xuthus	106126676	0	live	LOC106126676		Niemann-Pick C1 protein	niemann-pick type C-1a		Un							
66420	Papilio xuthus	106113764	0	live	LOC106113764		ecdysteroid-regulated 16 kDa protein-like	niemann-pick type C-2a		Un							
76194	Papilio polytes	106110837	0	live	LOC106110837		Niemann-Pick C1 protein			Un							
35570	Stomoxys calcitrans	106083284	0	live	LOC106083284		Niemann-Pick C1 protein			Un							
222816	Orussus abietinus	105703180	0	live	LOC105703180		Niemann-Pick C1 protein			Un							
37344	Athalia rosae	105687499	0	live	LOC105687499		Niemann-Pick C1 protein			Un							
411798	Vollenhovia emeryi	105569341	0	live	LOC105569341		Niemann-Pick C1 protein			Un							
64793	Wasmannia auropunctata	105448328	0	live	LOC105448328		Niemann-Pick C1 protein-like			Un							
64838	Fopius arisanus	105272071	0	live	LOC105272071		Niemann-Pick C1 protein			Un							
28588	Bactrocera cucurbitae	105214696	0	live	LOC105214696	NPC1_1	Niemann-Pick C1 protein			Un							
13686	Solenopsis invicta	105201184	0	live	LOC105201184	SINV_02452	Niemann-Pick C1 protein	hypothetical protein		Un							
610380	Harpegnathos saltator	105190211	0	live	LOC105190211	EAI_16474	Niemann-Pick C1 protein			Un							
3555	Beta vulgaris subsp. vulgaris	104905643	0	live	LOC104905643	BVRB_1g020980	Niemann-Pick C1 protein-like	hypothetical protein		1							
69319	Microplitis demolitor	103573633	0	live	LOC103573633		Niemann-Pick C1 protein			Un							
3656	Cucumis melo	103493815	0	live	LOC103493815		Niemann-Pick C1 protein			Un	NW_007546296.1	3887760	3903006	minus	39		
7462	Apis dorsata	102677584	0	live	LOC102677584		niemann-Pick C1 protein-like			Un	NW_006263826.1	431589	442682	minus	21		
7370	Musca domestica	101891528	0	live	LOC101891528		Niemann-Pick C1 protein			Un							
3659	Cucumis sativus	101211336	0	live	LOC101211336	Csa_6G119952	Niemann-Pick C1 protein	hypothetical protein		6	NC_026660.1	8261068	8315468	plus	41		
15368	Brachypodium distachyon	100832617	0	live	LOC100832617	BRADI_5g18407, NPC1	Niemann-Pick C1 protein	Niemann-Pick disease, type C1|hypothetical protein		5	NC_016135.2	21515219	21534584	minus	39		
30195	Bombus terrestris	100650737	0	live	LOC100650737		Niemann-Pick C1 protein			LG B11	NC_015772.1	15331824	15343367	plus	20		
9646	Ailuropoda melanoleuca	100472330	0	live	NPC2	PANDA_002669	Niemann-Pick disease, type C2	hypothetical protein		Un							
29760	Vitis vinifera	100257163	0	live	LOC100257163	VIT_00023884001, NPC1	Niemann-Pick C1 protein	Niemann-Pick disease, type C1		3	NC_012009.3	2681129	2728163	minus	39		
7070	Tribolium castaneum	655972	0	live	LOC655972	TcasGA2_TC005088	Niemann-Pick C1 protein	GLEAN_05088|hypothetical protein		Un	NW_001093646.1	149342	188825	minus	9		
9615	Canis lupus familiaris	403920	0	live	NPC2	CE1	Niemann-Pick disease, type C2	niemann Pick type C2 protein homolog		8	NC_006590.3	47641185	47650543	minus	4		
9541	Macaca fascicularis	101865784	0	live	NPC2	ESP14.6	Niemann-Pick disease, type C2	Epididymal secretory protein E1|Niemann Pick type C2 protein homolog|epididymal secretory protein 14.6		7	NC_022278.1	139163479	139177035	minus	5		
9913	Bos taurus	286772	0	live	NPC1		Niemann-Pick disease, type C1			24	AC_000181.1	33438455	33485188	plus	25		
9615	Canis lupus familiaris	610398	0	live	NPC1L1		NPC1-like 1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1		Un							
9031	Gallus gallus	423353	0	live	NPC2		Niemann-Pick disease, type C2			5	NC_006092.4	37970538	37972718	plus	4		
9913	Bos taurus	539550	0	live	NPC1L1		NPC1-like 1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1		4	AC_000161.1	77572003	77593852	plus	19		
8364	Xenopus tropicalis	100494646	0	live	npc1	npca1	Niemann-Pick disease, type C1			Un							
13616	Monodelphis domestica	100030165	0	live	NPC1L1		NPC1 (Niemann-Pick disease, type C1, gene)-like 1	Niemann-Pick C1-like 1 protein		1	NC_008801.1	502283691	502326075	minus	19		
10036	Mesocricetus auratus	101840157	0	live	Npc1l1		NPC1-like 1	Niemann-Pick C1-like 1 protein		Un							
1026970	Nannospalax galili	103747360	0	live	Npc2		Niemann-Pick disease, type C2			Un							
9402	Pteropus alecto	102888056	0	live	NPC2	PAL_GLEAN10020647	Niemann-Pick disease, type C2	Epididymal secretory protein E1		Un							
109478	Myotis brandtii	102243381	0	live	NPC1	D623_10003049	Niemann-Pick disease, type C1	Niemann-Pick C1 protein		Un							
7868	Callorhinchus milii	103189901	0	live	npc2		Niemann-Pick disease, type C2	epididymal secretory protein E1		Un	NW_006890366.1	236629	238633	plus	3		
9994	Marmota marmota marmota	107149199	0	live	Npc2		Niemann-Pick disease, type C2			Un							
146911	Gekko japonicus	107107442	0	live	NPC2		Niemann-Pick disease, type C2			Un							
28743	Cyprinodon variegatus	107092389	0	live	npc2		Niemann-Pick disease, type C2			Un							
32536	Acinonyx jubatus	106974424	0	live	NPC2		Niemann-Pick disease, type C2			Un							
198806	Calidris pugnax	106887881	0	live	NPC2		Niemann-Pick disease, type C2			Un							
9172	Sturnus vulgaris	106861763	0	live	NPC2		Niemann-Pick disease, type C2			Un							
35019	Thamnophis sirtalis	106548190	0	live	NPC1		Niemann-Pick disease, type C1			Un							
35019	Thamnophis sirtalis	106541644	0	live	NPC2		Niemann-Pick disease, type C2			Un							
202946	Apteryx australis mantelli	106482864	0	live	NPC2		Niemann-Pick disease, type C2			Un							
381198	Anser cygnoides domesticus	106038787	0	live	NPC2		Niemann-Pick disease, type C2			Un							
379532	Propithecus coquereli	105819882	0	live	NPC2		Niemann-Pick disease, type C2			Un							
37293	Aotus nancymaae	105712092	0	live	NPC1		Niemann-Pick disease, type C1			Un							
37293	Aotus nancymaae	105707269	0	live	NPC2		Niemann-Pick disease, type C2			Un							
9531	Cercocebus atys	105590850	0	live	NPC2		Niemann-Pick disease, type C2			Un							
