tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
8030	Salmo salar	106580457	0	live	LOC106580457		autism susceptibility gene 2 protein-like			ssa20	NC_027319.1	31570523	31990939	plus	23		
52670	Austrofundulus limnaeus	106524765	0	live	LOC106524765		autism susceptibility gene 2 protein-like			Un							
7574	Lingula anatina	106178105	0	live	LOC106178105		autism susceptibility gene 2 protein-like			Un							
8078	Fundulus heteroclitus	105936274	0	live	LOC105936274		autism susceptibility gene 2 protein-like			Un							
59894	Ficedula albicollis	101806255	0	live	LOC101806255		autism susceptibility gene 2 protein-like			15	NC_021687.1	6955714	7334634	plus	19		
13616	Monodelphis domestica	100027863	0	live	LOC100027863		autism susceptibility gene 2 protein-like			3	NC_008803.1	464779496	464931594	minus	18		
10116	Rattus norvegicus	100362819	0	live	LOC100362819		autism susceptibility candidate 2-like			12	NC_005111.4	28159757	28252751	plus	14		
9544	Macaca mulatta	701038	0	live	AUTS2		autism susceptibility candidate 2			3	NC_027895.1	45393369	46600500	minus	20		
9606	Homo sapiens	79742	0	live	CXorf36	4930578C19Rik, DIA1R, EPQL1862, PRO3743, bA435K1.1	chromosome X open reading frame 36	UPF0672 protein CXorf36|deleted in autism-1 related protein|hCG1981635	Xp11.3	X	NC_000023.11	45148373	45200901	minus	6	300959	
8479	Chrysemys picta	101938508	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_007359849.1	9332469	10480287	minus	23		
106582	Maylandia zebra	101464344	0	live	auts2		autism susceptibility candidate 2			Un							
7425	Nasonia vitripennis	100121215	0	live	LOC100121215		autism susceptibility gene 2 protein-like			2	NC_015868.2	29427155	29461605	plus	21		
91411	Polistes canadensis	106790225	0	live	LOC106790225		autism susceptibility gene 2 protein-like			Un							
8030	Salmo salar	106589276	0	live	LOC106589276		autism susceptibility gene 2 protein-like			ssa28	NC_027327.1	970859	991797	minus	17		
8081	Poecilia reticulata	103481734	0	live	LOC103481734		autism susceptibility gene 2 protein-like			LG19	NC_024349.1	17744444	17766195	plus	18		
48698	Poecilia formosa	103152251	0	live	LOC103152251		autism susceptibility gene 2 protein-like			Un	NW_006799946.1	4859116	4880564	plus	18		
32507	Neolamprologus brichardi	102787416	0	live	LOC102787416		autism susceptibility gene 2 protein-like			Un	NW_006272141.1	919805	1230598	plus	21		
8496	Alligator mississippiensis	102571472	0	live	AUTS2	Y1Q_019554	autism susceptibility candidate 2	hypothetical protein		Un							
8479	Chrysemys picta	101930969	0	live	LOC101930969		autism susceptibility gene 2 protein-like			Un	NW_007359889.1	5337266	5459769	plus	17		
9531	Cercocebus atys	105593330	0	live	AUTS2		autism susceptibility candidate 2			Un							
34839	Chinchilla lanigera	102011279	0	live	Auts2		autism susceptibility candidate 2			Un							
8030	Salmo salar	106567958	0	live	LOC106567958		autism susceptibility gene 2 protein-like			ssa13	NC_027312.1	74327111	74813006	plus	20		
8078	Fundulus heteroclitus	105930493	0	live	LOC105930493		autism susceptibility gene 2 protein-like			Un							
443821	Cerapachys biroi	105284991	0	live	LOC105284991		autism susceptibility gene 2 protein-like			Un							
8153	Haplochromis burtoni	102292816	0	live	LOC102292816		autism susceptibility gene 2 protein-like			Un							
8932	Columba livia	102090894	0	live	AUTS2	A306_01371	autism susceptibility candidate 2	Autism susceptibility gene 2 protein		Un							
7868	Callorhinchus milii	103188454	0	live	auts2		autism susceptibility candidate 2			Un	NW_006890267.1	558018	753057	minus	19		
132908	Pteropus vampyrus	105296716	0	live	AUTS2		autism susceptibility candidate 2			Un							
8010	Esox lucius	105011009	0	live	auts2		autism susceptibility candidate 2			LG07	NC_025974.2	16129431	16150626	minus	14		
7897	Latimeria chalumnae	102360613	0	live	AUTS2		autism susceptibility candidate 2			Un							
143995	Megachile rotundata	100878395	0	live	LOC100878395		autism susceptibility gene 2 protein			Un							
7493	Trichogramma pretiosum	106654876	0	live	LOC106654876		autism susceptibility gene 2 protein-like			Un							
8030	Salmo salar	106579302	0	live	LOC106579302		autism susceptibility gene 2 protein-like			ssa19	NC_027318.1	50996819	51012871	plus	18		
52670	Austrofundulus limnaeus	106521979	0	live	LOC106521979		autism susceptibility gene 2 protein-like			Un							
29159	Crassostrea gigas	105329060	0	live	LOC105329060	CGI_10023700	autism susceptibility gene 2 protein-like	hypothetical protein		Un							
104421	Camponotus floridanus	105256429	0	live	LOC105256429	EAG_08640	autism susceptibility gene 2 protein-like	hypothetical protein		Un							
8010	Esox lucius	105014908	0	live	LOC105014908		autism susceptibility gene 2 protein-like			LG14	NC_025981.2	9671803	9691417	plus	18		
7070	Tribolium castaneum	655697	0	live	LOC655697	TcasGA2_TC005963	autism susceptibility gene 2 protein	GLEAN_05963|GLEAN_05965|hypothetical protein		LG8	NC_007423.2	4888231	4940632	minus	14		
9615	Canis lupus familiaris	479709	0	live	AUTS2		autism susceptibility candidate 2			6	NC_006588.3	2747293	3875776	minus	20		
9669	Mustela putorius furo	101690874	0	live	AUTS2		autism susceptibility candidate 2			Un							
8078	Fundulus heteroclitus	105928120	0	live	auts2		autism susceptibility candidate 2			Un							
37293	Aotus nancymaae	105714928	0	live	AUTS2		autism susceptibility candidate 2			Un							
61622	Rhinopithecus roxellana	104672938	0	live	AUTS2		autism susceptibility candidate 2			Un							
244447	Cynoglossus semilaevis	103395206	0	live	auts2		autism susceptibility candidate 2			19	NC_024325.1	9702159	9923850	plus	20		
60711	Chlorocebus sabaeus	103246605	0	live	AUTS2		autism susceptibility candidate 2			28	NC_023669.1	4565958	5759088	minus	19		
59463	Myotis lucifugus	102428461	0	live	AUTS2		autism susceptibility candidate 2			Un							
222816	Orussus abietinus	105700809	0	live	LOC105700809		autism susceptibility gene 2 protein-like			Un							
244447	Cynoglossus semilaevis	103381890	0	live	LOC103381890		autism susceptibility gene 2 protein-like			8	NC_024314.1	7135129	7149180	minus	19		
7994	Astyanax mexicanus	103028296	0	live	LOC103028296		autism susceptibility gene 2 protein-like			Un							
9597	Pan paniscus	100990974	0	live	LOC100990974	AUTS2	autism susceptibility gene 2 protein	autism susceptibility candidate 2		7	NC_027875.1	78589082	78686763	plus	15		
30195	Bombus terrestris	100647546	0	live	LOC100647546		autism susceptibility gene 2 protein			LG B11	NC_015772.1	15725175	15750520	plus	16		
9606	Homo sapiens	6134	0	live	RPL10	AUTSX5, DXS648, DXS648E, L10, NOV, QM	ribosomal protein L10	Wilms tumor-related protein|laminin receptor homolog|tumor suppressor QM	Xq28	X	NC_000023.11	154398065	154402339	plus	7	312173	
9823	Sus scrofa	100515476	0	live	AUTS2		autism susceptibility candidate 2	autism susceptibility gene 2		3	NC_010445.3	13957636	14944320	plus	18		
8208	Notothenia coriiceps	104942550	0	live	auts2		autism susceptibility candidate 2			Un							
9798	Equus przewalskii	103553797	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_007673893.1	29869	642459	minus	18		
7994	Astyanax mexicanus	103040710	0	live	auts2		autism susceptibility candidate 2			Un							
10141	Cavia porcellus	100735074	0	live	Auts2		autism susceptibility candidate 2			Un							
7463	Apis florea	100865778	0	live	LOC100865778		autism susceptibility gene 2 protein			Un							
48699	Poecilia latipinna	106945437	0	live	LOC106945437		autism susceptibility gene 2 protein-like			Un							
48701	Poecilia mexicana	106915973	0	live	LOC106915973		autism susceptibility gene 2 protein-like			Un							
8010	Esox lucius	105022439	0	live	LOC105022439		autism susceptibility gene 2 protein-like			LG01	NC_025968.2	11193823	11199262	plus	9		
69319	Microplitis demolitor	103577517	0	live	LOC103577517		autism susceptibility gene 2 protein			Un							
8469	Chelonia mydas	102929960	0	live	LOC102929960	UY3_02458	autism susceptibility gene 2 protein-like	Autism susceptibility gene 2 protein		Un	NW_006615558.1	3585275	4321167	minus	19		
73337	Ceratotherium simum simum	101394860	0	live	LOC101394860	AUTS2	autism susceptibility candidate 2			Un							
28377	Anolis carolinensis	100558374	0	live	LOC100558374		autism susceptibility gene 2 protein-like			Un							
7029	Acyrthosiphon pisum	100160456	0	live	LOC100160456		autism susceptibility gene 2 protein			Un	NW_003383760.1	32445	68052	minus	18		
7955	Danio rerio	100150849	0	live	auts2b	si:ch211-72c8.5	autism susceptibility candidate 2b			15	NC_007126.6	20069034	20088488	minus	14		
9172	Sturnus vulgaris	106856253	0	live	AUTS2		autism susceptibility candidate 2			Un							
9793	Equus asinus	106835459	0	live	AUTS2		autism susceptibility candidate 2			Un							
379532	Propithecus coquereli	105807085	0	live	AUTS2		autism susceptibility candidate 2			Un							
885580	Fukomys damarensis	104876478	0	live	Auts2	H920_13978	autism susceptibility candidate 2	Autism susceptibility gene 2 protein		Un							
100784	Balearica regulorum gibbericeps	104638619	0	live	AUTS2	N312_03379	autism susceptibility candidate 2	Autism susceptibility 2		Un							
97097	Phaethon lepturus	104623728	0	live	AUTS2	N335_04203	autism susceptibility candidate 2	Autism susceptibility 2		Un							
94827	Tinamus guttatus	104577625	0	live	AUTS2	N309_09896	autism susceptibility candidate 2	Autism susceptibility 2		Un							
57412	Colius striatus	104550120	0	live	AUTS2	N325_11451	autism susceptibility candidate 2	Autism susceptibility 2		Un							
54374	Mesitornis unicolor	104538096	0	live	AUTS2	N332_11484	autism susceptibility candidate 2	Autism susceptibility 2		Un							
279965	Caprimulgus carolinensis	104532589	0	live	AUTS2	N321_03662	autism susceptibility candidate 2	Autism susceptibility 2		Un							
54383	Eurypyga helias	104505904	0	live	AUTS2	N326_12586	autism susceptibility candidate 2	Autism susceptibility 2		Un							
175836	Buceros rhinoceros silvestris	104492110	0	live	AUTS2	N320_02486	autism susceptibility candidate 2	Autism susceptibility 2		Un							
187382	Chlamydotis macqueenii	104480350	0	live	AUTS2	N324_06373	autism susceptibility candidate 2	Autism susceptibility 2		Un							
240206	Pterocles gutturalis	104470038	0	live	AUTS2	N339_08986	autism susceptibility candidate 2	Autism susceptibility 2		Un							
176057	Nestor notabilis	104413176	0	live	AUTS2	N333_02977	autism susceptibility candidate 2	Autism susceptibility 2		Un							
121530	Tauraco erythrolophus	104381463	0	live	AUTS2	N340_01683	autism susceptibility candidate 2	Autism susceptibility 2		Un							
56313	Tyto alba	104362300	0	live	AUTS2	N341_04359	autism susceptibility candidate 2	Autism susceptibility 2		Un							
188344	Leptosomus discolor	104343427	0	live	AUTS2	N330_02250	autism susceptibility candidate 2	Autism susceptibility 2		Un							
8969	Haliaeetus albicilla	104321917	0	live	AUTS2	N329_01562	autism susceptibility candidate 2	Autism susceptibility 2		Un							
50402	Charadrius vociferus	104289852	0	live	AUTS2	N301_13866	autism susceptibility candidate 2	Autism susceptibility 2		Un							
57397	Apaloderma vittatum	104267717	0	live	AUTS2	N311_06939	autism susceptibility candidate 2	Autism susceptibility 2		Un							
54380	Cariama cristata	104164394	0	live	AUTS2	N322_10272	autism susceptibility candidate 2	Autism susceptibility 2		Un							
441894	Struthio camelus australis	104146256	0	live	AUTS2	N308_15238	autism susceptibility candidate 2	Autism susceptibility 2		Un							
188379	Egretta garzetta	104131771	0	live	AUTS2	Z169_00538	autism susceptibility candidate 2	Autism susceptibility 2		Un							
30455	Fulmarus glacialis	104069155	0	live	AUTS2	N327_01963	autism susceptibility candidate 2	Autism susceptibility 2		Un							
55661	Cuculus canorus	104064678	0	live	AUTS2	N303_12602	autism susceptibility candidate 2	Autism susceptibility 2		Un							
9209	Phalacrocorax carbo	104045501	0	live	AUTS2	N336_02338	autism susceptibility candidate 2	Autism susceptibility 2		Un							
36300	Pelecanus crispus	104030131	0	live	AUTS2	N334_02193	autism susceptibility candidate 2	Autism susceptibility 2		Un							
128390	Nipponia nippon	104012448	0	live	AUTS2	Y956_15260	autism susceptibility candidate 2	Autism susceptibility 2		Un							
9238	Pygoscelis adeliae	103912870	0	live	AUTS2		autism susceptibility candidate 2			Un							
9233	Aptenodytes forsteri	103896536	0	live	AUTS2		autism susceptibility candidate 2			Un							
57068	Acanthisitta chloris	103797717	0	live	AUTS2	N310_12954	autism susceptibility candidate 2	Autism susceptibility 2		Un							
57421	Merops nubicus	103772564	0	live	AUTS2	N331_11546	autism susceptibility candidate 2	Autism susceptibility 2		Un							
85066	Corvus brachyrhynchos	103616350	0	live	AUTS2	N302_03381	autism susceptibility candidate 2	Autism susceptibility 2		Un	NW_008238349.1	773423	1342002	minus	21		
9244	Calypte anna	103535837	0	live	AUTS2	N300_07223	autism susceptibility candidate 2	Autism susceptibility 2		Un	NW_007621750.1	436593	995191	minus	19		
29078	Eptesicus fuscus	103286054	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_007370665.1	12333441	13439473	plus	19		
8469	Chelonia mydas	102938821	0	live	AUTS2	UY3_01689	autism susceptibility candidate 2	Autism susceptibility gene 2 protein		Un	NW_006601119.1	3963919	4736837	plus	19		
230844	Peromyscus maniculatus bairdii	102905214	0	live	Auts2		autism susceptibility candidate 2			Un	NW_006501047.1	5782152	6902065	plus	19		
246437	Tupaia chinensis	102471722	0	live	AUTS2	TREES_T100021568	autism susceptibility candidate 2	Autism susceptibility 2 protein		Un							
109478	Myotis brandtii	102244643	0	live	AUTS2	D623_10032281	autism susceptibility candidate 2	Autism susceptibility protein 2 protein		Un							
181119	Pseudopodoces humilis	102100070	0	live	AUTS2		autism susceptibility candidate 2			Un							
8839	Anas platyrhynchos	101803047	0	live	AUTS2	Anapl_09456	autism susceptibility candidate 2	Autism susceptibility gene 2 protein		Un							
143302	Condylura cristata	101634331	0	live	AUTS2		autism susceptibility candidate 2			Un							
10160	Octodon degus	101593291	0	live	Auts2		autism susceptibility candidate 2			Un							
9708	Odobenus rosmarus divergens	101379151	0	live	AUTS2		autism susceptibility candidate 2			Un							
30611	Otolemur garnettii	100949036	0	live	AUTS2		autism susceptibility candidate 2			Un							
10029	Cricetulus griseus	100750545	0	live	Auts2		autism susceptibility candidate 2			Un	NW_003613672.1	968158	1899453	plus	21		
9785	Loxodonta africana	100672170	0	live	AUTS2		autism susceptibility candidate 2			Un							
61853	Nomascus leucogenys	100606262	0	live	AUTS2		autism susceptibility candidate 2			17	NC_019832.1	43755402	44981454	plus	19		
83485	Linepithema humile	105671019	0	live	LOC105671019		autism susceptibility gene 2 protein			Un							
286706	Halyomorpha halys	106678292	0	live	LOC106678292		autism susceptibility gene 2 protein-like			Un							
8030	Salmo salar	106568202	0	live	LOC106568202		autism susceptibility gene 2 protein-like			ssa13	NC_027312.1	86813092	86838175	minus	19		
8030	Salmo salar	106564312	0	live	LOC106564312		autism susceptibility gene 2 protein-like			ssa01	NC_027300.1	120368226	120397893	plus	19		
6526	Biomphalaria glabrata	106070299	0	live	LOC106070299		autism susceptibility gene 2 protein-like			Un							
64838	Fopius arisanus	105270447	0	live	LOC105270447		autism susceptibility gene 2 protein-like			Un							
100784	Balearica regulorum gibbericeps	104633794	0	live	LOC104633794	N312_00660	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
97097	Phaethon lepturus	104622823	0	live	LOC104622823	N335_09355	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
57412	Colius striatus	104562268	0	live	LOC104562268	N325_05298	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
54374	Mesitornis unicolor	104542729	0	live	LOC104542729	N332_11321	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
279965	Caprimulgus carolinensis	104518422	0	live	LOC104518422		autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
54383	Eurypyga helias	104507314	0	live	LOC104507314	N326_03455	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
175836	Buceros rhinoceros silvestris	104493612	0	live	LOC104493612	N320_12958	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
187382	Chlamydotis macqueenii	104476454	0	live	LOC104476454	N324_03351	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
240206	Pterocles gutturalis	104466420	0	live	LOC104466420	N339_00753	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
176057	Nestor notabilis	104408253	0	live	LOC104408253	N333_04487	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
121530	Tauraco erythrolophus	104379619	0	live	LOC104379619	N340_04436	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
56313	Tyto alba	104358489	0	live	LOC104358489	N341_07849	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
188344	Leptosomus discolor	104340045	0	live	LOC104340045	N330_06651	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
8969	Haliaeetus albicilla	104314633	0	live	LOC104314633	N329_08082	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
57397	Apaloderma vittatum	104268192	0	live	LOC104268192	N311_08583	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
37040	Gavia stellata	104257625	0	live	LOC104257625	N328_10350	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
54380	Cariama cristata	104164720	0	live	LOC104164720	N322_11005	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
30455	Fulmarus glacialis	104081460	0	live	LOC104081460	N327_06340	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
9209	Phalacrocorax carbo	104048553	0	live	LOC104048553	N336_09243	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
36300	Pelecanus crispus	104023839	0	live	LOC104023839		autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
57068	Acanthisitta chloris	103811042	0	live	LOC103811042	N310_02813	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
57421	Merops nubicus	103779785	0	live	LOC103779785	N331_08569	autism susceptibility gene 2 protein-like	Autism susceptibility 2		Un							
144197	Stegastes partitus	103357558	0	live	LOC103357558		autism susceptibility gene 2 protein-like			Un	NW_007577992.1	15437	327189	minus	20		
9555	Papio anubis	101026402	0	live	LOC101026402		autism susceptibility gene 2 protein			3	NC_018154.1	49587364	49616375	plus	13		
9483	Callithrix jacchus	100392628	0	live	LOC100392628	AUTS2	autism susceptibility gene 2 protein	autism susceptibility candidate 2		2	NC_013897.1	3617682	4860928	minus	19		
8364	Xenopus tropicalis	100498056	0	live	auts2		autism susceptibility candidate 2			Un							
9606	Homo sapiens	22941	0	live	SHANK2	AUTS17, CORTBP1, CTTNBP1, ProSAP1, SHANK, SPANK-3	SH3 and multiple ankyrin repeat domains 2	GKAP/SAPAP interacting protein|cortactin SH3 domain-binding protein|cortactin-binding protein 1|proline-rich synapse associated protein 1|proline-rich synapse-associated protein 1	11q13.2	11	NC_000011.10	70467856	71252738	minus	28	603290	
419612	Camelus ferus	102512792	0	live	AUTS2	CB1_001241006	autism susceptibility candidate 2			Un							
9646	Ailuropoda melanoleuca	100479098	0	live	AUTS2	PANDA_012203	autism susceptibility candidate 2			Un							
32536	Acinonyx jubatus	106972847	0	live	AUTS2		autism susceptibility candidate 2			Un							
198806	Calidris pugnax	106894402	0	live	AUTS2		autism susceptibility candidate 2			Un							
35019	Thamnophis sirtalis	106538948	0	live	AUTS2		autism susceptibility candidate 2			Un							
202946	Apteryx australis mantelli	106491715	0	live	AUTS2		autism susceptibility candidate 2			Un							
381198	Anser cygnoides domesticus	106041047	0	live	AUTS2		autism susceptibility candidate 2			Un							
10020	Dipodomys ordii	105998463	0	live	Auts2		autism susceptibility candidate 2			Un							
7950	Clupea harengus	105909135	0	live	auts2		autism susceptibility candidate 2			Un							
9568	Mandrillus leucophaeus	105548722	0	live	AUTS2		autism susceptibility candidate 2			Un							
336983	Colobus angolensis palliatus	105504751	0	live	AUTS2		autism susceptibility candidate 2			Un							
216574	Aquila chrysaetos canadensis	105411626	0	live	AUTS2		autism susceptibility candidate 2			Un							
9838	Camelus dromedarius	105089733	0	live	AUTS2		autism susceptibility candidate 2			Un							
9837	Camelus bactrianus	105082866	0	live	AUTS2		autism susceptibility candidate 2			Un							
43346	Bison bison bison	104998944	0	live	AUTS2		autism susceptibility candidate 2			Un							
215358	Larimichthys crocea	104924138	0	live	auts2		autism susceptibility candidate 2			Un							
52644	Haliaeetus leucocephalus	104843143	0	live	AUTS2		autism susceptibility candidate 2			Un							
8897	Chaetura pelagica	104390066	0	live	AUTS2		autism susceptibility candidate 2			Un							
30419	Opisthocomus hoazin	104339139	0	live	AUTS2		autism susceptibility candidate 2			Un							
118200	Picoides pubescens	104300242	0	live	AUTS2		autism susceptibility candidate 2			Un							
37040	Gavia stellata	104260296	0	live	AUTS2		autism susceptibility candidate 2			Un							
9135	Serinus canaria	103823610	0	live	AUTS2		autism susceptibility candidate 2			Un							
328815	Manacus vitellinus	103759486	0	live	AUTS2		autism susceptibility candidate 2			Un							
1026970	Nannospalax galili	103748478	0	live	Auts2		autism susceptibility candidate 2			Un							
29073	Ursus maritimus	103670236	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_007907167.1	4835961	5670208	plus	20		
482537	Galeopterus variegatus	103593378	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_007727443.1	306985	332493	plus	12		
144197	Stegastes partitus	103362863	0	live	auts2		autism susceptibility candidate 2			Un	NW_007578341.1	156	364111	minus	18		
9478	Tarsius syrichta	103264513	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_007249757.1	988719	2196869	plus	19		
1230840	Orycteropus afer afer	103198338	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006921593.1	6239937	7635121	plus	20		
9365	Erinaceus europaeus	103114030	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006804132.1	758301	783464	plus	12		
176946	Python bivittatus	103052998	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006534916.1	51120	145339	plus	14		
310752	Balaenoptera acutorostrata scammoni	103012147	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006728570.1	7736526	7763954	minus	14		
9755	Physeter catodon	102977671	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006715874.1	43272	1158146	plus	24		
28737	Elephantulus edwardii	102872576	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006399830.1	8093029	9348053	minus	20		
185453	Chrysochloris asiatica	102820736	0	live	AUTS2		autism susceptibility candidate 2			Un	NW_006408552.1	7891393	9288313	plus	18		
30538	Vicugna pacos	102543194	0	live	AUTS2		autism susceptibility candidate 2			Un							
13735	Pelodiscus sinensis	102462070	0	live	AUTS2		autism susceptibility candidate 2			Un							
38654	Alligator sinensis	102376740	0	live	AUTS2		autism susceptibility candidate 2			Un							
72004	Bos mutus	102277741	0	live	AUTS2		autism susceptibility candidate 2			Un							
8083	Xiphophorus maculatus	102222906	0	live	auts2		autism susceptibility candidate 2			Un							
9925	Capra hircus	102175180	0	live	AUTS2		autism susceptibility candidate 2			25	NC_022317.1	29786892	30690686	minus	20		
8932	Columba livia	102093356	0	live	FBRSL1	A306_04571, AUTS2	fibrosin-like 1	Autism susceptibility gene 2 protein|autism susceptibility candidate 2		Un							
44394	Zonotrichia albicollis	102066386	0	live	AUTS2		autism susceptibility candidate 2			Un							
345164	Falco cherrug	102056384	0	live	AUTS2		autism susceptibility candidate 2			Un							
48883	Geospiza fortis	102036146	0	live	AUTS2		autism susceptibility candidate 2			Un							
