OMIM Search - '+alpha +antitrypsin',,,,,
+106150,ANGIOTENSINOGEN; AGT,"IgA NEPHROPATHY, PROGRESSION TO RENAL FAILURE IN, SUSCEPTIBILITY TO, INCLUDED;;ANGIOTENSIN I, INCLUDED;;ANGIOTENSIN II, INCLUDED",1q42.2,1:230702522-230714589,183
#114550,HEPATOCELLULAR CARCINOMA,"HEPATOBLASTOMA, INCLUDED;;HEPATOBLASTOMA CAUSED BY SOMATIC MUTATION, INCLUDED","2q33.1, 3p22.1, 3q26.32, 5q22.2, 6q25.3, 7q31.2, 8p22, 16p13.3, 17p13.1",,
#130050,"EHLERS-DANLOS SYNDROME, TYPE IV, AUTOSOMAL DOMINANT",,2q32.2,,
*177010,"SERPIN PEPTIDASE INHIBITOR, CLADE E (NEXIN, PLASMINOGEN ACTIVATOR INHIBITOR TYPE 1), MEMBER 2; SERPINE2",,2q36.1,2:223975047-224039318,5270
*118938,CHYMASE 1; CMA1,,14q12,14:24505345-24508689,1215
+314200,THYROXINE-BINDING GLOBULIN OF SERUM; TBG,"THYROXINE-BINDING GLOBULIN DEFICIENCY, INCLUDED",Xq22.3,X:106033198-106038726,6906
*604310,"BIOGENESIS OF LYSOSOME-RELATED ORGANELLES COMPLEX 1, SUBUNIT 6; BLOC1S6",,15q21.1,15:45587218-45609710,26258
#106100,"ANGIOEDEMA, HEREDITARY, TYPE I; HAE1","ANGIOEDEMA, HEREDITARY, TYPE II, INCLUDED; HAE2, INCLUDED",11q12.1,,
*147935,"SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 4; SERPINA4",,14q32.13,14:94561419-94569912,5267
*601697,PROTEASE INHIBITOR 8; PI8,,18q22.1,18:63970027-64006820,5271
*116830,CATHEPSIN G; CTSG,,14q12,14:24573517-24576259,1511
*602058,PROTEASE INHIBITOR 10; PI10,,18q22.1,18:63907968-63936110,5273
#612015,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In; CDG1N",,3p21.1,,
#142900,HOLT-ORAM SYNDROME; HOS,,12q24.21,,
#604218,"ENCEPHALOPATHY, FAMILIAL, WITH NEUROSERPIN INCLUSION BODIES; FENIB",,3q26.1,,
#614576,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl; CDG2L",,13q14.11,,
#162800,CYCLIC NEUTROPENIA,,19p13.3,,
#167800,"PANCREATITIS, HEREDITARY; PCTT","PANCREATITIS, CHRONIC, SUSCEPTIBILITY TO, INCLUDED;;PANCREATITIS, CALCIFIC, INCLUDED;;PANCREATITIS, CHRONIC, PROTECTION AGAINST, INCLUDED","1p36.21, 5q32, 7q31.2, 7q34, 7q34",,
#118450,ALAGILLE SYNDROME 1; ALGS1,,20p12.2,,
#123700,"CUTIS LAXA, AUTOSOMAL DOMINANT 1; ADCL1",,7q11.23,,
#216550,COHEN SYNDROME; COH1,,8q22.2,,
#215600,"CIRRHOSIS, FAMILIAL","CIRRHOSIS, FAMILIAL, WITH PULMONARY HYPERTENSION, INCLUDED;;INDIAN CHILDHOOD CIRRHOSIS, INCLUDED; ICC, INCLUDED;;SEN SYNDROME, INCLUDED;;COPPER-OVERLOAD CIRRHOSIS, INCLUDED;;ENDEMIC TYROLEAN INFANTILE CIRRHOSIS, INCLUDED; ETIC, INCLUDED;;COPPER TOXICOSIS, IDIOPATHIC, INCLUDED; ICT, INCLUDED;;CIRRHOSIS, CRYPTOGENIC, INCLUDED;;CIRRHOSIS, NONCRYPTOGENIC, SUSCEPTIBILITY TO, INCLUDED","12q13.13, 12q13.13",,
%137100,IMMUNOGLOBULIN A DEFICIENCY 1; IGAD1,,6p21.3,6:30500000-36600000,10986
%608710,WEGENER GRANULOMATOSIS,,6p21.3,6:30500000-36600000,474168
%253240,MUCUS INSPISSATION OF RESPIRATORY TRACT,,,,
212067,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE I/IIx",,,,
219250,CUTIS MARMORATA TELANGIECTATICA CONGENITA; CMTC,,,,
*612349,PHENYLALANINE HYDROXYLASE; PAH,,12q23.2,12:102838320-102917602,5053
*142993,VISUAL SYSTEM HOMEOBOX 2; VSX2,,14q24.3,14:74239471-74262737,338917
*605010,"SERINE PROTEASE INHIBITOR, KAZAL-TYPE, 5; SPINK5",,5q32,5:148025687-148137365,11005
